Date,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS2M,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,PS,TQV,CLOUD_AMT,TOA_SW_DWN,City
1/11/2021,4.92,7.54,-1.86,96.05,5.82,5.97,0.1757,0.8515,98.21,14.68,97.47,1.4875,Glasgow
1/12/2021,-0.48,1.76,-2.39,89.55,0.05,1.46,0.8772,0.9816,99.08,4.64,78.8,1.5151,Glasgow
1/13/2021,0.75,1.49,0.33,89.24,15.38,2.19,0.1553,0.8866,99.14,15.95,99.68,1.5439,Glasgow
1/14/2021,0.17,0.73,-1.13,96.99,8.48,2.07,0.3571,0.9276,99.57,13.9,95.53,1.5742,Glasgow
1/15/2021,-0.08,1.38,-1.28,97.26,3.59,2.85,0.3086,0.9787,100.04,10.01,97.14,1.6056,Glasgow
1/16/2021,2.72,4.21,0.01,94.41,10.01,5.99,0.5606,1.0226,98.5,12.39,94.32,1.6385,Glasgow
1/17/2021,3.12,4.06,1.7,95.52,3.09,4.49,0.6034,1.0169,99.31,10.65,90.95,1.6728,Glasgow
1/18/2021,3.43,4.38,2.41,96.32,3.52,4.38,0.6053,1.0531,98.59,10.19,86.24,1.7081,Glasgow
1/19/2021,1.57,3.19,0.73,95.8,5.23,1.82,0.2028,1.0632,97.03,11.31,99.49,1.745,Glasgow
1/20/2021,0.52,1.65,-0.2,95.43,1.63,1.57,0.563,1.1328,95.62,9.08,89.29,1.7832,Glasgow
1/21/2021,1.34,2.65,-0.13,94.46,3.16,5.11,0.7378,1.0752,95.08,8.59,74.33,1.8226,Glasgow
1/22/2021,0.49,1.79,-1.52,94.5,0.56,3.68,0.8117,1.1611,96.28,7.57,71.01,1.8634,Glasgow
1/23/2021,-1.26,0.27,-1.99,92.45,0.49,2.1,0.8074,1.23,96.88,6.4,73.56,1.9054,Glasgow
1/24/2021,-0.36,1.69,-1.34,88.11,0.16,1.89,1.0414,1.2626,97.36,6.48,66.65,1.949,Glasgow
1/25/2021,1.42,2.59,0.68,94.41,0.49,3.24,1.0075,1.2598,98.21,8.74,65.76,1.9937,Glasgow
1/26/2021,1.67,3.19,0.92,98.03,8.65,2.12,0.5218,1.2374,98.4,11.97,84.57,2.0395,Glasgow
1/27/2021,2.26,3.82,0.79,97.36,1.35,2.95,0.594,1.2787,98.43,11.44,92.03,2.0868,Glasgow
1/28/2021,1.22,1.76,0.66,97.43,16.39,3.93,0.5162,1.3147,97.37,14.1,94.05,2.1355,Glasgow
1/29/2021,0.79,2.13,-1.26,96.1,3.77,3.96,0.6835,1.3332,97.39,10.5,77.89,2.1852,Glasgow
1/30/2021,-0.5,1.82,-3.42,95.72,0.27,4.15,1.1604,1.4654,98.22,5.57,76.32,2.2363,Glasgow
1/31/2021,-1.14,1.36,-3.53,96.75,0.02,3,0.9953,1.4422,97.73,5.66,82.39,2.2886,Glasgow
2/1/2021,-0.52,1.38,-3.08,96.84,1.41,3.3,0.9754,1.4611,97.53,9.09,95.13,2.3422,Glasgow
2/2/2021,0.55,0.9,0.33,95.86,9.34,7.61,0.3979,1.5053,97.03,12.22,99.52,2.3971,Glasgow
2/3/2021,0.84,1.12,0.66,95.07,14.36,8.1,0.5203,1.5096,97.3,11.77,92.77,2.453,Glasgow
2/4/2021,0.96,1.45,0.65,96.28,30.51,7.34,0.3144,1.5403,98.22,12.2,99.36,2.5104,Glasgow
2/5/2021,1.41,1.85,0.94,96.31,6.9,7.12,0.4442,1.5029,98.61,11.61,99.14,2.569,Glasgow
2/6/2021,1.06,1.78,0.14,95.15,1.09,6.71,0.894,1.5065,99.17,9.89,78.21,2.6287,Glasgow
2/7/2021,-1.33,-0.01,-2.47,90.33,0.27,5.33,0.749,1.8084,99.32,5.8,93.35,2.6897,Glasgow
2/8/2021,-2.12,-0.05,-3.82,92.55,0.47,4.53,1.4575,1.8403,99.12,5.06,62.34,2.7516,Glasgow
2/9/2021,-2.17,-0.59,-2.98,92.97,1.14,4.66,1.1203,1.8809,99.11,5.49,89.84,2.815,Glasgow
2/10/2021,-3.97,-0.9,-7.1,92.17,0.19,3.08,1.5797,1.9759,99.83,4.49,68.59,2.8793,Glasgow
2/11/2021,-4.9,-0.07,-9.01,96.36,0.02,3.03,1.6997,2.0549,100.37,4.1,74.1,2.9448,Glasgow
2/12/2021,-2.74,0.59,-5.42,93.83,0.09,5.12,1.5617,1.937,100.59,5.5,79.68,3.0115,Glasgow
2/13/2021,-3.68,-2.5,-4.83,89.81,1.64,7.02,0.5035,1.68,100.14,9.49,99.71,3.0792,Glasgow
2/14/2021,0.97,3.86,-2.51,95.46,9.41,7.32,0.4001,1.913,98.6,16.26,96.62,3.1481,Glasgow
2/15/2021,3.36,4.78,2.28,99.58,2.41,3.66,0.8846,2.0772,98.49,13.91,90.3,3.2179,Glasgow
2/16/2021,5.3,7.32,2.63,94.1,6.12,6.25,1.2053,2.1838,97.42,11.39,80,3.289,Glasgow
2/17/2021,4.52,6.02,2.34,92.73,12.12,6,1.7424,2.2265,97.26,10.83,80.02,3.3607,Glasgow
2/18/2021,4.96,6.82,3.62,94.39,9.97,5.61,0.9312,2.3114,96.65,12.14,92.19,3.4337,Glasgow
2/19/2021,5.95,8.24,3.16,95.39,18.17,7.12,0.4798,2.2714,96.78,16.58,99.37,3.5074,Glasgow
2/20/2021,7.82,9.21,6.32,94.89,10.2,6.1,0.4277,2.2133,96.65,16.12,82.14,3.5822,Glasgow
2/21/2021,6.1,8.45,4.74,92.3,0.5,5.32,1.7693,2.4886,97.8,11.03,86.81,3.6578,Glasgow
2/22/2021,5,7.4,3.49,94.09,0.25,3.37,2.4737,2.6095,98.69,9.1,62.83,3.7344,Glasgow
2/23/2021,7.23,9.67,4.18,94.21,17.48,9.04,0.575,2.4504,98.09,18.74,99.19,3.8114,Glasgow
2/24/2021,7.42,8.46,5.47,94.57,1.7,6.15,0.8671,2.5642,98.5,13,97.91,3.8897,Glasgow
2/25/2021,4.9,6.85,3.09,90.91,0.92,5.17,2.2114,2.7859,99.68,9.06,58.92,3.9686,Glasgow
2/26/2021,4.87,8.13,2.45,95.52,0.14,3.25,2.2382,2.7058,100.86,13.47,56.06,4.0488,Glasgow
2/27/2021,5.89,8.23,4.39,97.51,0.43,2.22,1.6459,2.7605,101.44,11.87,55.15,4.1294,Glasgow
2/28/2021,6.13,8.68,4.85,93.3,0.78,1.32,1.8552,2.7754,101.33,10.47,59.98,4.2106,Glasgow
3/1/2021,4.57,8.04,2.14,93.3,0.12,1.44,2.6986,2.9573,100.94,8.34,46.57,4.2924,Glasgow
3/2/2021,3.38,6.93,1.1,93.1,0.15,1.76,2.1103,2.9242,100.72,7.53,42.6,4.375,Glasgow
3/3/2021,2.66,5.78,0.8,93.45,0.41,2.12,1.0558,2.8579,100.49,8.22,93.99,4.4582,Glasgow
3/4/2021,2.03,4.67,-1.07,90.22,0.66,2.97,1.5526,3.1507,100.6,7.61,78.93,4.5422,Glasgow
3/5/2021,0.38,3.66,-2.46,84.85,0.06,1.19,1.487,3.3185,101.04,4.85,95.69,4.6267,Glasgow
3/6/2021,1.41,4.51,-0.66,86.44,0.21,2.02,1.769,2.9779,100.85,7.99,92.69,4.7117,Glasgow
3/7/2021,4.02,7.48,0.3,95.07,2.72,2.68,1.8636,3.0857,100.12,14.19,81.61,4.7974,Glasgow
3/8/2021,6.15,7.51,4.93,96.75,5.03,3.03,1.3798,3.3118,99.53,13.83,94.04,4.8835,Glasgow
3/9/2021,5.99,8.03,4.61,95.8,16.51,5.88,1.0625,3.24,98.61,14.96,96.05,4.9702,Glasgow
3/10/2021,5.88,8.71,3.34,89.36,8.72,6.89,0.9821,3.4325,96.41,13.08,94.4,5.0575,Glasgow
3/11/2021,4.61,6.4,2.88,89.38,7.32,8.13,1.8415,3.733,95.7,10.67,90.29,5.1451,Glasgow
3/12/2021,3.27,4.32,2.85,94.1,7.14,5.74,2.1269,3.7862,96.32,9.89,91.6,5.233,Glasgow
3/13/2021,3.26,4.61,1.63,92.45,1.89,3.95,2.0578,3.8215,96.42,9.04,95.44,5.3213,Glasgow
3/14/2021,4.15,6.2,2.79,91.88,1.32,4.81,1.4371,3.7702,98.33,9.75,78.97,5.4098,Glasgow
3/15/2021,5.1,7.55,2.09,93.53,2.03,2.21,2.2742,3.6948,99.59,13.89,84.58,5.4989,Glasgow
3/16/2021,7.06,10,2.86,90.72,0.91,4.07,3.7831,4.0661,100.42,10.59,61.07,5.5884,Glasgow
3/17/2021,6.28,10.35,2.13,93.66,0.03,2.51,2.9467,3.9569,101.06,13.96,79.49,5.6779,Glasgow
3/18/2021,7.91,12.43,4.81,94.46,0.03,2.57,2.9556,3.828,100.78,15.7,61.99,5.7682,Glasgow
3/19/2021,8.07,10.8,4.76,91.35,0.14,1.35,3.803,4.0579,100.81,13.02,29.09,5.8582,Glasgow
3/20/2021,6.59,9.37,2.95,94.47,0.18,3.13,2.5087,4.194,100.66,11.66,68.8,5.9484,Glasgow
3/21/2021,4.69,8.31,0.69,89.55,0.05,2.25,3.125,4.3212,100.49,8.16,59.34,6.0386,Glasgow
3/22/2021,6.34,8.3,4.45,94.5,1.02,3.64,2.2457,4.2151,99.85,12.93,87.01,6.1291,Glasgow
3/23/2021,6.84,8.32,5.26,91.65,3.21,6.02,1.8569,4.3205,99.02,11.78,92.68,6.2198,Glasgow
3/24/2021,5.56,8.19,3.8,90.19,2.88,5.52,3.3322,4.5466,98.79,9.56,68.21,6.3106,Glasgow
3/25/2021,6.61,8.76,4.44,94.31,4.1,5.57,2.2018,4.2917,98.28,12.56,96.06,6.4013,Glasgow
3/26/2021,4.55,6.99,2.43,88.59,8.37,5.98,3.6744,4.8338,97.33,10.15,79.84,6.4918,Glasgow
3/27/2021,4.3,6.59,1.89,88.33,7.08,6.2,2.5913,4.6315,98.37,11.08,86.39,6.5822,Glasgow
3/28/2021,8.13,10.52,4.96,91.43,17.55,7.9,1.2792,4.5931,98.01,18.54,98.87,6.6727,Glasgow
3/29/2021,11.14,12.51,9.72,95.23,9.4,7.99,1.3788,4.4304,98.83,23.94,90.3,6.7632,Glasgow
3/30/2021,9.99,11.64,7.7,95.3,1.48,5.32,2.7382,4.4834,99.77,16.66,72.37,6.8532,Glasgow
3/31/2021,6.69,10.23,3.39,92.77,2.33,3.61,2.2932,4.3303,99.75,17.67,90.51,6.9434,Glasgow
4/1/2021,3.82,7.62,0.39,85.66,0.01,3.36,4.2425,4.6073,100.65,10.65,15.14,7.0332,Glasgow
4/2/2021,4.8,10.07,-0.69,84.58,0.03,1.7,5.1199,5.1672,101.05,7.31,3.6,7.1227,Glasgow
4/3/2021,5.63,11.42,-0.15,85.61,0,1.28,5.2265,5.2514,101.03,7.4,1.75,7.2122,Glasgow
4/4/2021,4.94,8.01,0.96,89.92,0.73,6.09,2.196,4.9812,99.75,10.12,73.33,7.3015,Glasgow
4/5/2021,-0.01,2.65,-3.15,77.4,0.22,5.85,4.8581,5.6609,99.73,4.96,40.99,7.3903,Glasgow
4/6/2021,-0.23,2.01,-2.27,79.85,0.46,4.71,4.5278,5.7082,99.79,4.95,44.06,7.4791,Glasgow
4/7/2021,0.96,3.58,-2.11,81,0.42,2.75,3.6192,5.6042,99.74,7.97,76.25,7.5674,Glasgow
4/8/2021,5.06,7.28,2.28,91.14,4.99,6.96,2.2531,5.3796,98.57,11.95,81.26,7.6555,Glasgow
4/9/2021,1.23,3.74,-1.42,80.36,0.26,3.34,5.1814,5.9208,98.9,5.89,25.68,7.7431,Glasgow
4/10/2021,1.57,4.79,-1.45,81.8,1.01,1.76,4.9853,5.8675,99.36,6.98,35.99,7.8305,Glasgow
4/11/2021,0.92,4.14,-2.39,78.5,0.51,1.71,4.915,5.9532,99.76,5.89,38.86,7.9174,Glasgow
4/12/2021,2.28,6.76,-2.42,71.29,0.01,1.56,5.5776,6.0012,100.38,5.5,30.79,8.0038,Glasgow
4/13/2021,4.03,6.3,1.01,81.13,1.92,0.73,3.497,5.6174,100.76,10.88,64.54,8.0897,Glasgow
4/14/2021,5.89,10.04,1.76,78.72,0.26,0.73,4.9474,5.7886,100.99,9.6,24.88,8.1751,Glasgow
4/15/2021,6.06,11.4,0.42,81.03,0.02,1.55,5.3616,5.9976,100.91,9.24,14.62,8.2603,Glasgow
4/16/2021,5.79,10.66,0.16,79.98,0,2.32,5.2423,5.9071,100.63,7.44,39.94,8.3448,Glasgow
4/17/2021,6.58,10.93,2.35,81.87,0.03,2.49,5.5255,6.023,100.42,10.27,44.74,8.4288,Glasgow
4/18/2021,6.55,8.93,4.28,90.04,3.07,2.71,2.1281,5.8049,99.99,18.44,99.62,8.5118,Glasgow
4/19/2021,7.43,10.98,4.05,87.69,0.66,2.1,4.1856,5.7048,99.68,17.15,97.61,8.5939,Glasgow
4/20/2021,7.25,10.42,4.48,86.58,2.42,1.83,3.2472,6.389,99.59,13.53,79.42,8.6758,Glasgow
4/21/2021,5.91,10.6,1.15,75.14,0.02,2.42,6.27,6.4094,100.07,7.69,13.67,8.7571,Glasgow
4/22/2021,7.99,13.37,1.57,80.86,0,1.6,5.9904,6.2186,100.3,9.2,44.53,8.8378,Glasgow
4/23/2021,9.92,14.68,5.23,72.68,0,1.65,5.1941,6.4798,100.47,8.04,69.29,8.9174,Glasgow
4/24/2021,8.15,13.04,3.91,83.03,0,3.4,6.2222,6.3754,100.67,10.71,38.58,8.9962,Glasgow
4/25/2021,8.29,13.59,2.7,77.47,0.01,1.19,6.1291,6.5114,100.68,12.3,40.17,9.0737,Glasgow
4/26/2021,8.07,12.02,4.63,84.67,1.03,3.58,2.9424,6.4704,99.55,13.26,89.04,9.1505,Glasgow
4/27/2021,6.05,9.61,2.98,88.52,2.02,4.6,2.8018,6.4303,98.93,12,89.7,9.2273,Glasgow
4/28/2021,5.08,8.19,0.74,81.35,0.97,2.77,4.5022,6.7956,99.13,9.35,78,9.3034,Glasgow
4/29/2021,4.87,7.45,1.72,82.5,1.59,2.28,4.6889,6.7423,99.15,9.89,78.01,9.3785,Glasgow
4/30/2021,4.57,7.97,0.07,79.82,0.6,2.13,5.0873,6.9626,99.4,8.64,58.52,9.4522,Glasgow
5/1/2021,5.24,8.62,1.66,81.12,2.08,1.21,4.6817,6.8822,99.42,10.4,66.93,9.5244,Glasgow
5/2/2021,5.44,8.81,0.86,82.34,0.48,2.16,4.3174,6.8239,99.39,10.25,75.95,9.5962,Glasgow
5/3/2021,3.8,5.31,2.71,93.63,23.23,5.17,0.9283,6.947,97.7,12.78,97.96,9.6667,Glasgow
5/4/2021,4.43,7.07,0.71,82.85,3.42,4.73,4.265,7.1575,97.61,9.66,90.68,9.7366,Glasgow
5/5/2021,3.08,6.37,-0.24,82.06,1.19,2.67,6.0348,7.4777,98.35,7.39,40.47,9.8052,Glasgow
5/6/2021,3.55,7.17,-1.59,89.07,3.02,3.2,4.7741,7.3486,98.23,9.48,84.01,9.8729,Glasgow
5/7/2021,5.09,7.86,1.26,78.79,0.77,1.9,5.7377,7.4611,98.88,8.68,58.36,9.9396,Glasgow
5/8/2021,5.42,8.49,1.86,90.34,5.04,3.79,2.2082,7.0706,97.46,13.53,99.1,10.0051,Glasgow
5/9/2021,9.76,12.74,6.95,87.88,2,4.57,3.6146,7.3306,96.65,14.99,82.39,10.0694,Glasgow
5/10/2021,9.39,11.68,6.32,88.41,3.88,3.83,3.875,7.3826,96.9,15.81,97.88,10.1326,Glasgow
5/11/2021,9.82,13.08,7.27,80.36,8.52,3.83,5.7725,7.5485,98.01,13.29,78.44,10.1945,Glasgow
5/12/2021,9.03,11.79,5.73,81.59,6.09,1.91,4.5125,6.8873,98.32,13.53,70.28,10.2557,Glasgow
5/13/2021,8.24,11.89,4,87.28,1.46,2.14,4.9771,7.1189,98.74,13.44,62.67,10.3157,Glasgow
5/14/2021,8.53,11.4,5.54,86.14,0.87,1.52,3.3826,7.1086,98.57,14.76,76.98,10.3745,Glasgow
5/15/2021,8.89,12.32,5.65,85.78,1.69,2.48,3.3701,7.1688,97.71,13.69,93.24,10.4321,Glasgow
5/16/2021,8.94,12.7,5.03,85.17,1.28,2.09,5.3414,7.4321,97.48,13.83,62.46,10.4885,Glasgow
5/17/2021,8.93,11.69,5.32,85.3,1.85,2.17,5.045,7.6853,98.11,13.65,61.81,10.5434,Glasgow
5/18/2021,8.18,11.43,4.54,83.7,1.04,2.13,6.4284,7.853,98.71,12.18,36.52,10.5972,Glasgow
5/19/2021,8.65,12.1,4.05,84.68,1.26,1.96,5.5349,7.8142,99.24,13.44,57.59,10.6495,Glasgow
5/20/2021,7.78,9.36,5.52,92.23,5.7,5.28,2.0861,7.7095,98.02,15.5,96.55,10.6999,Glasgow
5/21/2021,7.49,9.01,3.69,86.6,6.68,6.48,2.9698,7.8209,96.97,16.02,97.95,10.7486,Glasgow
5/22/2021,6.31,10.24,1.97,77.02,0.44,3.1,6.6653,8.1994,97.93,9.54,52.5,10.7962,Glasgow
5/23/2021,6.99,10.13,3.77,87.46,13.68,3.59,3.2402,7.961,97.56,14.24,89,10.8427,Glasgow
5/24/2021,7.13,8.8,5.11,88.87,3.45,4.47,4.4186,7.9836,97.56,13.51,84.49,10.8876,Glasgow
5/25/2021,8.83,11.75,5.73,84.32,2.49,3.27,4.7592,8.0482,98.8,13.32,78.41,10.9313,Glasgow
5/26/2021,9.87,12.16,6.07,84.94,2.92,1.87,5.357,7.4035,99.24,17.28,57.89,10.973,Glasgow
5/27/2021,11.19,15.47,6.8,82.21,0.29,1.74,5.935,7.7868,99.55,14.98,68.77,11.0141,Glasgow
5/28/2021,11.19,14.61,6.86,82.73,0.4,1.39,2.922,7.5221,99.93,19.51,94.88,11.0534,Glasgow
5/29/2021,13.11,16.88,6.97,82.11,0.33,1.17,4.6778,7.7122,100.41,21.16,69.12,11.0911,Glasgow
5/30/2021,14.95,19.2,9.34,80.93,0.14,1.6,7.2269,7.8334,100.39,18.88,10.74,11.1264,Glasgow
5/31/2021,13.61,18.24,8.31,76.98,0,2.71,7.5833,8.1686,99.7,13.63,27.16,11.1602,Glasgow
6/1/2021,15.35,19.33,10.61,79.96,0.01,2.41,5.7034,7.535,99.32,20.13,70.41,11.1929,Glasgow
6/2/2021,13.35,17.44,9.57,80.25,0.08,4.28,6.7258,7.7537,99.34,15.43,67.3,11.2241,Glasgow
6/3/2021,12.85,17.49,8.35,85.74,0.54,3.99,3.4445,7.6692,99.4,21.21,82.01,11.2534,Glasgow
6/4/2021,12.02,15.63,7.6,82.49,0.37,3.06,4.9723,8.053,99.81,16.01,77.06,11.2814,Glasgow
6/5/2021,12.74,16.68,7.31,84.54,1.22,2.68,3.906,8.0695,99.92,18.34,86.16,11.3076,Glasgow
6/6/2021,12.22,15.7,8.6,76.24,0.17,2.21,6.9989,8.3899,100.1,13.24,49.98,11.333,Glasgow
6/7/2021,12.74,16.9,8.75,74.78,0.02,1.95,6.7186,7.9546,99.81,18.12,76.43,11.3556,Glasgow
6/8/2021,13.02,16.04,9.55,88.65,2.44,3.8,3.5714,7.9438,99.59,23.71,99.12,11.3765,Glasgow
6/9/2021,14.69,17.73,11.48,91.97,4.45,4.39,2.1751,7.777,99.2,30,98.22,11.3964,Glasgow
6/10/2021,15.78,18.13,13.82,91.46,3.86,5.27,3.9581,8.0801,98.88,29.07,94.64,11.4146,Glasgow
6/11/2021,12.98,15.43,8.77,82.73,1.52,5.42,4.6987,8.3539,99.01,16.37,97.3,11.4314,Glasgow
6/12/2021,11.67,14.08,8.88,82.87,0.91,4.22,5.0328,8.269,99.81,19.57,85.53,11.4454,Glasgow
6/13/2021,15.58,18.49,12,90.31,5.33,4.43,5.659,8.0743,99.81,27.03,71.15,11.4581,Glasgow
6/14/2021,10.54,12.39,7.8,84.02,2.27,5.06,4.5043,8.6275,99.52,14.74,94.11,11.4691,Glasgow
6/15/2021,12.02,15.56,6.36,80.88,5.21,3.82,3.3967,8.1821,99.35,23.43,97.18,11.4782,Glasgow
6/16/2021,12.88,14.75,10.11,83.22,1.63,3.21,4.8667,8.3143,98.54,21.33,97.02,11.4859,Glasgow
6/17/2021,12.5,16.28,8.11,79.15,0.12,2.5,7.0898,8.5493,98.99,14.18,42.67,11.4914,Glasgow
6/18/2021,11.97,16.48,6.23,75.23,0.23,1.6,7.8396,8.749,99.49,12.38,36.06,11.4953,Glasgow
6/19/2021,13.68,16.64,10.33,81.61,1.03,2.17,5.8142,8.1218,99.05,19.22,92.5,11.4972,Glasgow
6/20/2021,13.18,15.49,10.21,84.24,2.78,1.65,3.4212,7.8,98.9,22.2,96.72,11.4972,Glasgow
6/21/2021,11.93,15.69,8.25,74.53,0.09,2.21,6.6521,8.5747,99.52,12.44,42.67,11.4967,Glasgow
6/22/2021,11.75,15.67,8.06,74.48,0.74,2.39,7.3382,8.3945,99.92,16.88,46.14,11.4941,Glasgow
6/23/2021,14.22,18.48,9.53,89.89,3.14,2.79,2.9599,7.9678,99.86,32.39,98.15,11.4902,Glasgow
6/24/2021,13.21,15.56,9.13,90.71,8.01,3.42,2.6549,8.0407,99.56,28.06,96.94,11.4842,Glasgow
6/25/2021,10.93,13.96,7.44,77.45,1.31,3.92,4.735,8.473,99.69,14.16,84.56,11.4766,Glasgow
6/26/2021,12.01,14.87,8.51,85.39,0.66,2.16,4.7453,8.3969,99.95,20.42,82.99,11.4658,Glasgow
6/27/2021,14.89,19.04,10.14,79.51,0.03,1.12,6.167,8.1991,99.68,26.04,87.58,11.4533,Glasgow
6/28/2021,15.98,20.41,10.41,80.4,0.04,1.53,6.9751,8.2303,99.43,24.91,41.42,11.4394,Glasgow
6/29/2021,16.62,22.04,10.99,80.13,0.11,1.18,7.3733,8.1324,99.45,20.22,36.78,11.4223,Glasgow
6/30/2021,14.63,19.26,10.86,82.06,0.12,1.69,4.4698,7.9058,99.55,21.64,84.13,11.4038,Glasgow
7/1/2021,15.17,18.94,10.97,75.19,0.06,1.19,6.9022,8.0976,99.49,24.9,59.07,11.3856,Glasgow
7/2/2021,14.71,17.84,10.63,83.46,1.66,1.3,5.226,7.5859,99.15,21.97,74.95,11.3664,Glasgow
7/3/2021,15.31,18.99,11.46,89.42,5.84,1.99,3.3715,7.4407,98.68,26.3,94.99,11.3458,Glasgow
7/4/2021,16.13,19.38,13.22,88.46,12.8,1.8,4.8782,7.5929,98.13,28.34,94.9,11.323,Glasgow
7/5/2021,14.23,15.85,10.97,89.23,16.37,2.2,3.395,7.7981,97.67,25.4,88.82,11.2978,Glasgow
7/6/2021,13.33,15.92,9.75,84.09,2.21,1.48,6.6331,8.0458,97.43,21.61,59.36,11.2709,Glasgow
7/7/2021,15.04,18.87,11.03,84.54,0.78,2.37,6.1106,7.8581,98.43,23.35,59.18,11.2423,Glasgow
7/8/2021,14.99,18.46,11.16,84.34,0.21,1.51,3.6103,7.8029,99.44,26.07,93.03,11.2123,Glasgow
7/9/2021,15.79,19.13,11.97,83.39,1.59,0.98,3.5494,7.435,99.64,26.7,88.98,11.1806,Glasgow
7/10/2021,16.36,19.39,12.47,79.91,1.59,0.83,5.1588,7.555,99.26,25.7,73.21,11.1473,Glasgow
7/11/2021,16.33,19.05,13.33,81.61,1.92,1.64,3.8314,7.6399,99.01,25.66,97.23,11.1127,Glasgow
7/12/2021,16.07,18.94,12.95,87.92,2.83,1.67,5.0578,7.4407,99.06,27.93,76.51,11.0765,Glasgow
7/13/2021,16.2,20.2,12.04,85.67,1.29,1.45,4.9349,7.6913,99.4,25.48,61.54,11.0388,Glasgow
7/14/2021,15.85,18.92,13.01,85.38,0.64,3.06,4.8835,7.7066,99.59,24.63,65.56,10.9994,Glasgow
7/15/2021,16.29,21.14,11.17,81.63,0.07,2.52,6.6895,7.7573,100.1,24.01,44.47,10.9589,Glasgow
7/16/2021,16.56,20.31,11.26,87.13,0.41,2.9,5.6702,7.5139,100.48,26.82,48.25,10.9169,Glasgow
7/17/2021,16.98,20.95,12.53,86.57,0.15,3.67,7.0354,7.5775,100.5,27.59,24.3,10.8732,Glasgow
7/18/2021,15.21,18.09,12.29,85.75,0.06,2.6,4.963,7.3942,100.21,25.44,85.14,10.8283,Glasgow
7/19/2021,17.36,22.12,11.84,82.02,0.02,1.27,6.5892,7.2012,99.86,25.63,43.83,10.7827,Glasgow
7/20/2021,18.64,23.63,13.33,83.5,0.18,1.1,7.0054,7.4304,99.78,26.45,14.79,10.7352,Glasgow
7/21/2021,19.17,24.04,12.83,80.61,0.16,1.39,6.9782,7.3579,100.03,22.89,14.87,10.6865,Glasgow
7/22/2021,18.92,23.63,13.51,83.14,0.13,1.41,6.5426,7.2168,100.03,22.78,46.99,10.6368,Glasgow
7/23/2021,18.15,22.94,13.76,85.17,0.15,1.87,6.1922,7.0877,99.54,26.15,51.72,10.5859,Glasgow
7/24/2021,16.75,21.88,11.93,81.82,0.04,1.89,6.7109,7.3793,99,18.86,33.37,10.5326,Glasgow
7/25/2021,16.76,21.78,11,80.38,0.04,1.53,6.7082,7.2696,98.81,19.76,20.83,10.4786,Glasgow
7/26/2021,16.95,21.07,12.54,83.35,0.04,1.5,4.0673,6.9586,98.56,22.8,72.04,10.423,Glasgow
7/27/2021,16.18,18.68,13.27,90.62,6.17,1,3.4714,6.5299,98.31,26.15,99.36,10.3661,Glasgow
7/28/2021,13.82,15.34,11.71,88.52,8.12,3.01,4.4914,6.877,97.75,23.49,87.44,10.3082,Glasgow
7/29/2021,14.44,17.62,11.67,88.47,1.54,3,3.2414,6.7966,97.96,25.15,92.07,10.2487,Glasgow
7/30/2021,14.6,17.22,10.92,86.76,1.35,1.31,2.9071,6.834,98.15,25.87,91.24,10.188,Glasgow
7/31/2021,14.53,17.82,11.51,84.87,0.62,1.86,3.6547,7.1441,98.4,21.73,80.21,10.1261,Glasgow
8/1/2021,13.47,17.18,8.78,77.39,0.03,1.64,5.6695,7.2535,98.95,15.01,49.78,10.0632,Glasgow
8/2/2021,13.62,17.57,9.36,78.5,0.05,1.22,5.3122,7.1033,99.02,15.79,48.08,9.9991,Glasgow
8/3/2021,14,17.25,10.44,85,2.15,1.43,4.213,6.8899,98.9,20.97,80.05,9.9341,Glasgow
8/4/2021,14.82,18.54,10.43,85.48,1.49,2.56,5.015,6.8117,98.71,23.83,68.76,9.8683,Glasgow
8/5/2021,15.34,17.73,12.56,86.05,6.02,4.18,2.233,6.3338,97.72,25.71,99.27,9.8014,Glasgow
8/6/2021,15.34,17.32,13.11,92.83,13.55,2.46,3.5681,6.6355,96.81,28.61,96.93,9.7334,Glasgow
8/7/2021,15.04,17.41,12.55,90.66,12.43,1.56,3.5266,6.72,96.75,27.61,97.13,9.665,Glasgow
8/8/2021,15.04,17.88,12.58,88.29,8.07,1.51,2.8728,6.6492,97.39,25.91,97.12,9.5959,Glasgow
8/9/2021,14.88,17.86,11.75,87.97,6.5,1.45,4.0164,6.5837,98.25,24.88,86.92,9.5256,Glasgow
8/10/2021,14.4,18.42,10.02,86.14,1.15,1.64,3.9218,6.559,98.89,22.62,77.45,9.4543,Glasgow
8/11/2021,13.9,17.89,9.88,90.89,9.02,3.25,1.939,6.3948,98.88,24.86,73.87,9.3818,Glasgow
8/12/2021,13.23,16.75,8.88,86.25,2.24,4.13,3.3288,6.4188,98.81,18.29,72.28,9.3086,Glasgow
8/13/2021,13.26,16.18,10.96,87.11,5.66,5.71,3.3955,6.601,98.8,19.1,77.15,9.235,Glasgow
8/14/2021,13.71,17.17,10.36,85.53,1.41,4.06,3.7771,6.4997,99.12,18.01,68.81,9.1606,Glasgow
8/15/2021,12.8,16.5,10.01,86.11,0.42,3.05,2.9292,6.3566,98.79,19.68,81.93,9.085,Glasgow
8/16/2021,12.68,16.13,8.66,85.63,3.6,3.34,2.9021,6.0607,99.22,22.93,98.25,9.0086,Glasgow
